vendor_account_nb,Max_final_score_date,Min_data_clctn_start_date,NM1_discount_pc,NM1_score_qt,NM1_channel_cd,NM1_rate_state_abbr_nm
11245245,2020-12-18,2020-07-02,25,153,EA,CT
67163621,2021-01-12,2020-08-27,28,136,EA,CT
17262410,2021-01-21,2020-10-13,32,98,EA,CT
88419143,2020-10-30,2020-06-09,28,143,EA,CT
63914697,2021-01-25,2020-07-22,32,108,EA,CT
82280389,2021-03-02,2020-10-30,0,998,EA,CT
45783676,2021-03-02,2020-10-30,31,118,EA,CT
41831669,2021-03-02,2020-10-30,0,998,EA,CT
25218496,2021-03-01,2020-11-12,0,998,EA,CT
82649438,2021-01-05,2020-10-05,29,128,EA,CT
34953720,2020-12-09,2020-07-14,29,133,IA,CT
41553153,2020-12-29,2020-08-13,31,115,EA,CT
87856158,2021-02-02,2020-09-29,28,135,IA,CT
53689997,2020-12-01,2020-06-12,32,100,EA,CT
85352159,2020-12-09,2020-09-01,12,174,IA,CT
51916672,2021-01-19,2020-10-19,32,110,EA,CT
56947525,2021-02-17,2020-10-14,21,162,EA,CT
43410551,2020-10-27,2020-07-08,32,102,EA,CT
33974447,2020-09-18,2020-08-10,0,0,EA,CT
99353932,2020-10-23,2020-06-08,25,152,EA,CT
15024729,2020-10-22,2020-06-10,40,44,EA,CT
60139134,2020-10-23,2020-06-12,31,114,EA,CT
87419357,2020-10-23,2020-06-12,32,109,EA,CT
68757914,2020-10-27,2020-06-11,25,149,EA,CT
90675232,2020-10-27,2020-06-11,0,998,EA,CT
89655364,2020-10-23,2020-06-11,25,144,EA,CT
57697427,2020-12-29,2020-08-24,31,115,EA,CT
71689760,2020-11-13,2020-06-12,25,153,EA,CT
17039819,2020-11-13,2020-06-12,31,124,EA,CT
31244436,2020-11-03,2020-06-15,40,60,EA,CT
23868092,2020-12-08,2020-08-17,28,143,IA,CT
79344423,2020-10-30,2020-06-16,32,95,IA,CT
11307595,2020-11-04,2020-06-16,40,62,EA,CT
60999654,2020-11-09,2020-06-16,28,136,IA,CT
57013288,2020-11-04,2020-06-16,25,152,EA,CT
90498425,2020-11-12,2020-06-16,40,51,IA,CT
17618179,2020-11-09,2020-06-17,25,147,IA,CT
17453057,2020-11-13,2020-06-18,31,117,EA,CT
86698889,2020-11-04,2020-06-23,25,147,IA,CT
95312486,2020-11-24,2020-06-24,28,141,EA,CT
32122631,2020-11-13,2020-06-25,35,90,EA,CT
31630927,2020-11-12,2020-06-25,40,20,IA,CT
96656249,2020-12-03,2020-06-29,32,98,EA,CT
83607521,2020-11-16,2020-06-30,32,98,IA,CT
37510893,2020-12-16,2020-06-30,29,130,EA,CT
91560326,2020-12-16,2020-06-30,32,110,EA,CT
93324257,2020-11-19,2020-07-07,40,54,EA,CT
49264374,2020-12-11,2020-07-08,28,143,EA,CT
44368207,2020-12-01,2020-07-20,32,97,IA,CT
32219464,2021-01-14,2020-07-15,35,64,EA,CT
50140840,2020-12-01,2020-07-15,29,127,EA,CT
94294576,2020-12-11,2020-07-16,32,110,EA,CT
75603751,2020-12-03,2020-07-16,21,158,EA,CT
51521408,2020-12-01,2020-08-13,29,125,EA,CT
42283706,2020-12-15,2020-07-23,25,152,EA,CT
65748362,2020-12-15,2020-07-23,40,36,EA,CT
74303248,2020-12-15,2020-07-23,29,129,EA,CT
94675653,2020-12-15,2020-07-23,32,96,EA,CT
28473708,2020-12-16,2020-07-17,31,120,IA,CT
11520566,2020-12-15,2020-07-30,25,150,EA,CT
26373339,2020-12-18,2020-08-05,0,998,IA,CT
61991100,2020-12-29,2020-08-07,32,109,EA,CT
19347804,2020-12-29,2020-08-07,31,116,IA,CT
92412015,2020-12-22,2020-08-08,12,180,EA,CT
71346665,2020-12-29,2020-08-10,40,37,EA,CT
49234269,2020-12-28,2020-08-11,28,140,EA,CT
18083844,2020-12-28,2020-08-11,0,998,IA,CT
96686276,2020-12-29,2020-08-11,29,133,EA,CT
42350599,2021-01-07,2020-08-18,31,119,IA,CT
57435781,2021-01-07,2020-08-18,0,998,IA,CT
81234219,2021-01-08,2020-08-12,35,76,IA,CT
88046076,2021-01-08,2020-08-12,0,998,IA,CT
32349838,2020-12-29,2020-08-13,32,108,IA,CT
60721248,2020-12-30,2020-08-17,21,160,EA,CT
18376136,2021-01-04,2020-08-18,28,139,EA,CT
30659637,2020-12-31,2020-08-18,35,86,EA,CT
83375368,2021-03-04,2020-08-19,25,147,EA,CT
20456028,2021-01-05,2020-08-21,32,104,EA,CT
88223611,2021-01-06,2020-08-24,31,120,EA,CT
72367714,2021-01-06,2020-08-24,32,108,EA,CT
24600836,2021-01-15,2020-08-25,0,997,EA,CT
73342748,2021-01-07,2020-08-25,29,128,EA,CT
11184018,2021-01-11,2020-08-26,0,998,IA,CT
75183237,2021-01-12,2020-08-28,29,128,EA,CT
16210993,2021-01-12,2020-08-29,40,52,EA,CT
81235639,2021-01-12,2020-09-02,0,998,IA,CT
94834843,2021-01-20,2020-09-04,40,59,EA,CT
84144318,2021-01-20,2020-09-09,5,194,EA,CT
32537105,2021-01-20,2020-09-09,32,107,EA,CT
44340168,2021-01-25,2020-09-09,25,149,EA,CT
62909308,2021-02-17,2020-09-10,0,998,IA,CT
99247377,2020-09-15,2020-09-10,0,0,IA,CT
66051016,2021-01-25,2020-09-14,40,51,EA,CT
82389564,2021-01-26,2020-09-14,29,126,EA,CT
17702932,2021-02-09,2020-10-01,32,107,IA,CT
99735813,2021-02-12,2020-10-21,32,98,EA,CT
41959465,2021-01-26,2020-09-15,28,142,EA,CT
53794319,2021-01-26,2020-09-15,40,43,EA,CT
61951403,2021-01-27,2020-09-17,25,150,EA,CT
19308217,2021-02-04,2020-09-17,25,149,EA,CT
17794925,2021-02-02,2020-09-18,32,105,EA,CT
69896984,2021-02-02,2020-09-18,35,91,EA,CT
31962115,2021-02-02,2020-09-18,40,43,EA,CT
63648024,2021-01-28,2020-09-18,25,145,EA,CT
72966723,2021-02-02,2020-09-18,29,125,EA,CT
54691072,2021-01-28,2020-09-18,21,156,EA,CT
67689937,2021-01-28,2020-09-18,0,998,EA,CT
87822382,2021-01-29,2020-09-19,0,998,IA,CT
33651432,2021-01-29,2020-09-19,0,998,IA,CT
82988199,2021-01-27,2020-09-21,40,19,IA,CT
46860767,2021-02-15,2020-09-22,31,120,EA,CT
30690407,2021-02-15,2020-09-22,32,106,EA,CT
50101690,2021-02-09,2020-09-23,10,0,EA,CT
17846695,2021-02-09,2020-09-28,35,64,EA,CT
60482801,2021-02-11,2020-09-30,28,143,IA,CT
17717968,2021-02-09,2020-09-30,0,998,EA,CT
43802203,2021-02-12,2020-10-02,25,153,EA,CT
31227493,2021-02-12,2020-10-05,28,139,EA,CT
15930575,2021-02-25,2020-10-06,40,59,IA,CT
55485529,2021-02-16,2020-10-06,12,172,EA,CT
41594091,2020-11-10,2020-10-06,0,0,EA,CT
26510609,2021-02-18,2020-10-07,35,93,IA,CT
93524471,2021-02-18,2020-10-07,28,138,IA,CT
14427298,2021-02-26,2020-10-08,0,222,IA,CT
56159320,2021-02-22,2020-10-09,0,998,IA,CT
28436604,2021-02-25,2020-10-13,29,132,EA,CT
61472989,2021-02-23,2020-10-13,31,120,IA,CT
91522042,2021-03-03,2020-11-09,28,142,EA,CT
36958281,2020-10-29,2020-10-27,0,0,EA,CT
48871123,2020-12-14,2020-11-23,0,0,IA,CT
69625455,2020-12-22,2020-12-03,0,0,IA,CT
69553599,2020-12-22,2020-12-03,0,0,IA,CT
54176055,2021-02-09,2020-07-01,25,145,EA,CT
18289324,2021-01-26,2020-10-11,32,99,EA,ME
78956267,2021-02-05,2020-10-10,31,115,EA,ME
51355523,2021-02-05,2020-10-10,40,16,EA,ME
17126951,2021-02-16,2020-10-09,35,92,EA,ME
79117350,2020-12-18,2020-07-27,28,135,EA,ME
21659764,2020-11-02,2020-06-19,29,133,EA,ME
92340521,2020-12-01,2020-07-17,25,150,IA,ME
11010834,2021-01-06,2020-08-24,35,63,EA,ME
81940472,2021-01-07,2020-08-25,35,92,EA,ME
82707535,2021-01-08,2020-08-26,31,121,EA,ME
43089664,2021-01-12,2020-08-31,35,83,EA,ME
90068222,2021-01-20,2020-09-08,32,103,EA,ME
80429725,2021-01-20,2020-09-08,25,153,EA,ME
13331035,2021-01-20,2020-09-09,35,90,EA,ME
97202507,2021-01-20,2020-09-09,32,97,EA,ME
75647154,2020-12-15,2020-12-11,0,0,IA,ME
47702861,2021-03-02,2020-11-16,0,998,EA,NH
53235273,2021-03-02,2020-11-16,32,95,EA,NH
17621606,2020-10-02,2020-06-09,28,139,EA,NH
92870719,2020-10-28,2020-06-08,31,118,EA,NH
25998553,2020-10-28,2020-06-08,32,102,EA,NH
93856736,2020-12-01,2020-08-06,32,107,EA,NH
59201514,2020-12-04,2020-07-17,35,81,EA,NH
62238009,2020-12-10,2020-08-26,31,114,EA,NH
37391675,2021-02-24,2020-07-07,29,130,EA,NH
26786941,2021-02-24,2020-07-07,0,998,EA,NH
82682274,2021-02-17,2020-07-07,10,0,EA,NH
97082053,2020-11-10,2020-06-23,32,103,EA,NH
38047131,2020-11-10,2020-06-29,21,164,EA,NH
66150787,2020-12-01,2020-07-17,31,119,IA,NH
81298445,2020-12-15,2020-08-01,35,76,IA,NH
83016835,2020-12-15,2020-08-01,21,159,IA,NH
21536798,2020-12-16,2020-08-03,32,110,EA,NH
87635564,2020-12-17,2020-08-04,31,114,EA,NH
51704584,2021-01-13,2020-08-21,31,116,EA,NH
94253357,2021-01-26,2020-08-24,31,115,EA,NH
66925288,2021-02-05,2020-09-22,0,998,IA,NH
61654951,2021-02-08,2020-09-23,29,125,IA,NH
34826076,2021-02-09,2020-09-26,32,111,IA,NH
32773128,2020-11-18,2020-07-10,5,192,EA,NJ
52406253,2021-01-05,2020-08-28,28,136,IA,NJ
39846146,2021-01-04,2020-08-14,25,149,EA,NJ
25066434,2020-12-01,2020-10-12,0,0,EA,NJ
68974221,2020-12-15,2020-08-14,29,131,EA,NJ
47567842,2020-10-20,2020-06-08,28,143,EA,NJ
95306644,2020-10-20,2020-06-08,25,144,IA,NJ
57642415,2020-10-23,2020-06-09,25,154,EA,NJ
55167841,2021-02-16,2020-09-04,40,58,EA,NJ
31088730,2020-10-27,2020-06-15,5,187,EA,NJ
77011372,2020-11-10,2020-06-15,28,141,IA,NJ
88981975,2020-11-02,2020-06-15,29,125,EA,NJ
33602437,2020-11-02,2020-06-15,35,85,EA,NJ
10451077,2020-10-28,2020-06-16,12,176,IA,NJ
96513303,2020-11-03,2020-06-17,0,998,IA,NJ
63472204,2020-11-03,2020-06-17,25,154,IA,NJ
85191622,2020-11-10,2020-06-17,35,93,EA,NJ
74602729,2020-10-30,2020-06-18,31,119,EA,NJ
60539912,2021-01-20,2020-07-22,12,179,EA,NJ
15119040,2021-01-20,2020-07-22,10,0,EA,NJ
21954221,2021-01-20,2020-07-22,29,132,EA,NJ
80820372,2020-11-03,2020-06-20,21,163,EA,NJ
64722707,2020-11-03,2020-06-20,10,0,EA,NJ
12056742,2020-11-03,2020-06-21,35,63,EA,NJ
57442696,2020-11-03,2020-06-21,40,48,EA,NJ
63874100,2020-11-09,2020-06-22,31,119,EA,NJ
49755653,2020-11-09,2020-06-22,31,115,EA,NJ
39188434,2020-11-05,2020-06-24,21,158,IA,NJ
29290249,2020-11-05,2020-06-24,40,50,EA,NJ
95940892,2020-11-09,2020-06-26,32,94,EA,NJ
49317264,2020-11-09,2020-06-26,25,144,EA,NJ
25884986,2020-11-13,2020-06-28,12,169,EA,NJ
77723801,2020-11-13,2020-06-28,32,106,EA,NJ
42199057,2020-11-19,2020-06-30,35,69,EA,NJ
86000728,2021-01-29,2020-10-09,29,133,EA,NJ
19681601,2020-12-15,2020-07-07,32,97,EA,NJ
53055861,2020-11-23,2020-07-09,12,168,IA,NJ
87948455,2020-11-24,2020-07-09,29,130,IA,NJ
94701070,2020-11-23,2020-07-09,28,141,EA,NJ
45462903,2020-11-23,2020-07-09,35,86,EA,NJ
29770940,2020-11-30,2020-09-01,31,123,IA,NJ
13213897,2021-02-11,2020-10-07,0,998,EA,NJ
29189497,2020-12-08,2020-07-13,40,60,IA,NJ
63160707,2020-12-07,2020-07-13,35,78,EA,NJ
46597017,2020-12-07,2020-07-13,40,53,EA,NJ
34407646,2020-12-01,2020-07-14,32,94,EA,NJ
43420041,2021-01-08,2020-07-27,28,134,IA,NJ
61296385,2020-12-01,2020-07-15,25,151,IA,NJ
52556751,2020-12-01,2020-07-15,35,70,EA,NJ
17587950,2020-12-01,2020-07-15,0,998,EA,NJ
70910861,2020-12-01,2020-07-16,31,114,EA,NJ
17553600,2020-12-10,2020-07-16,25,146,IA,NJ
66275618,2020-12-10,2020-07-16,25,150,IA,NJ
42460140,2020-12-10,2020-07-16,10,0,IA,NJ
75513628,2020-12-01,2020-07-18,31,122,EA,NJ
78058973,2021-02-18,2020-10-09,5,188,EA,NJ
36575369,2021-02-18,2020-10-09,21,158,EA,NJ
80711539,2021-02-18,2020-10-09,21,162,EA,NJ
36197943,2020-12-03,2020-07-20,31,123,EA,NJ
63558889,2021-02-19,2020-09-30,35,65,EA,NJ
58071010,2020-12-16,2020-07-22,31,114,IA,NJ
42960592,2020-12-07,2020-08-13,28,135,EA,NJ
85831588,2020-10-19,2020-07-24,0,0,EA,NJ
31125636,2020-12-08,2020-07-24,40,61,EA,NJ
37922243,2020-12-08,2020-07-25,32,99,EA,NJ
30674623,2020-12-08,2020-07-25,25,154,IA,NJ
73621733,2021-01-08,2020-10-01,0,998,IA,NJ
54229491,2020-12-09,2020-07-27,21,162,EA,NJ
83052634,2020-12-09,2020-07-27,0,998,EA,NJ
62648143,2020-12-10,2020-07-28,0,998,IA,NJ
33285230,2020-12-14,2020-07-29,0,998,IA,NJ
36922857,2020-12-14,2020-07-29,29,125,IA,NJ
86120711,2020-12-29,2020-07-30,31,117,IA,NJ
84901335,2020-12-29,2020-07-30,29,125,IA,NJ
67382999,2020-12-15,2020-08-01,25,153,IA,NJ
55143156,2021-01-07,2020-08-03,40,60,EA,NJ
56849953,2021-01-07,2020-08-03,35,67,EA,NJ
78581061,2021-01-05,2020-08-05,10,0,IA,NJ
79393487,2020-12-23,2020-08-05,31,120,EA,NJ
15136405,2020-12-30,2020-08-06,40,51,IA,NJ
21599412,2020-12-21,2020-08-07,28,142,IA,NJ
86008997,2021-01-15,2020-08-07,0,997,IA,NJ
97798337,2020-12-29,2020-08-10,12,177,IA,NJ
20336945,2020-12-28,2020-08-11,25,152,EA,NJ
46299157,2020-12-28,2020-08-11,21,166,EA,NJ
90146668,2020-12-29,2020-08-12,2,195,EA,NJ
74096973,2020-08-13,2020-08-12,0,0,EA,NJ
61680367,2020-12-29,2020-08-12,21,164,EA,NJ
67097324,2021-01-05,2020-08-12,21,157,IA,NJ
36935233,2020-12-29,2020-08-12,31,117,EA,NJ
46470485,2021-01-27,2020-08-12,12,174,EA,NJ
66712255,2021-01-27,2020-08-12,28,140,EA,NJ
86712269,2020-12-29,2020-08-12,25,147,EA,NJ
46255135,2020-12-29,2020-08-13,40,19,EA,NJ
82669997,2020-12-29,2020-08-14,28,134,IA,NJ
76779221,2020-12-29,2020-08-14,29,132,IA,NJ
80890820,2020-12-29,2020-08-14,25,149,EA,NJ
99449567,2020-12-29,2020-08-14,0,998,EA,NJ
15546915,2020-12-29,2020-08-14,25,148,EA,NJ
67902112,2021-01-05,2020-08-15,31,120,EA,NJ
26263782,2020-12-29,2020-08-15,40,54,EA,NJ
77187768,2020-12-29,2020-08-15,28,138,EA,NJ
73398627,2021-01-05,2020-08-27,29,130,IA,NJ
68693267,2021-01-05,2020-08-27,28,134,IA,NJ
42629189,2021-01-05,2020-08-27,29,128,IA,NJ
92141301,2021-01-26,2020-08-17,40,30,IA,NJ
10021470,2020-12-30,2020-08-17,21,156,IA,NJ
89090977,2021-01-04,2020-08-17,21,156,EA,NJ
25636045,2020-12-31,2020-08-18,32,109,EA,NJ
46294744,2020-12-31,2020-08-18,21,163,EA,NJ
18707178,2021-01-04,2020-08-20,28,142,IA,NJ
30824653,2021-01-05,2020-08-20,12,174,EA,NJ
51169240,2021-01-05,2020-08-20,2,217,EA,NJ
88459923,2021-01-05,2020-08-20,31,122,IA,NJ
69829957,2021-01-05,2020-08-22,28,134,EA,NJ
42591674,2021-01-05,2020-08-22,40,62,IA,NJ
26227379,2021-03-04,2020-08-24,25,148,EA,NJ
54505047,2021-01-06,2020-08-24,0,998,IA,NJ
85025851,2021-01-12,2020-08-24,40,34,EA,NJ
73800381,2021-01-12,2020-08-24,40,25,EA,NJ
58138165,2021-01-19,2020-08-25,25,153,IA,NJ
30780969,2021-01-19,2020-08-25,21,157,IA,NJ
13858374,2021-01-15,2020-08-26,0,998,IA,NJ
90794316,2021-01-14,2020-08-26,40,60,IA,NJ
94616164,2021-01-14,2020-08-27,29,126,IA,NJ
64490998,2021-01-12,2020-08-28,31,116,IA,NJ
75061590,2021-01-19,2020-08-28,0,998,IA,NJ
46912560,2021-01-12,2020-08-31,35,67,IA,NJ
14165392,2021-01-19,2020-08-31,28,137,IA,NJ
89599547,2021-01-15,2020-08-31,0,997,EA,NJ
74234296,2021-01-12,2020-08-31,32,103,EA,NJ
92403166,2021-01-15,2020-09-01,0,997,EA,NJ
39058040,2021-01-14,2020-09-01,28,135,EA,NJ
77512637,2021-01-12,2020-09-01,10,0,EA,NJ
62224759,2020-10-02,2020-09-01,0,0,IA,NJ
21053833,2020-09-03,2020-09-01,0,0,IA,NJ
72610684,2021-01-21,2020-09-01,10,997,IA,NJ
94188822,2021-01-26,2020-09-01,21,159,IA,NJ
92624623,2021-01-12,2020-09-01,32,105,EA,NJ
27087530,2021-01-12,2020-09-02,28,137,EA,NJ
53229712,2021-02-04,2020-09-02,28,142,EA,NJ
76435117,2021-01-20,2020-09-03,25,151,IA,NJ
25862625,2021-01-14,2020-09-03,0,998,EA,NJ
74521381,2021-01-14,2020-09-03,0,998,EA,NJ
86491757,2021-02-05,2020-09-03,21,165,EA,NJ
27136708,2020-09-28,2020-09-04,0,0,IA,NJ
49652153,2021-01-20,2020-09-04,35,68,IA,NJ
28821612,2021-01-20,2020-09-04,29,133,IA,NJ
55011860,2021-01-20,2020-09-04,28,143,IA,NJ
32940358,2021-01-20,2020-09-04,25,148,IA,NJ
79504381,2020-09-09,2020-09-04,0,0,IA,NJ
64162640,2021-01-14,2020-09-04,21,160,EA,NJ
23234409,2021-01-20,2020-09-09,25,148,IA,NJ
34005714,2021-02-04,2020-09-09,5,184,EA,NJ
81073828,2021-01-20,2020-09-09,28,136,IA,NJ
98854599,2021-02-09,2020-09-10,10,0,IA,NJ
59854742,2021-02-02,2020-09-10,0,998,EA,NJ
89520753,2021-01-20,2020-09-10,0,998,IA,NJ
32507731,2021-02-16,2020-09-10,29,130,IA,NJ
72200796,2020-09-24,2020-09-11,0,0,IA,NJ
32962489,2021-02-04,2020-10-08,31,117,IA,NJ
52130550,2020-09-21,2020-09-12,0,0,IA,NJ
14891210,2021-01-22,2020-09-12,10,997,EA,NJ
84375170,2021-01-26,2020-09-14,25,151,EA,NJ
55990991,2021-01-26,2020-09-14,21,166,EA,NJ
86242096,2021-01-26,2020-09-09,40,48,EA,NJ
53613957,2021-01-26,2020-09-09,0,998,EA,NJ
83657236,2021-01-29,2020-09-15,25,150,EA,NJ
15130651,2021-01-28,2020-09-16,21,162,EA,NJ
68453453,2021-02-02,2020-10-16,2,202,EA,NJ
96618230,2021-02-04,2020-09-18,35,67,EA,NJ
43413591,2021-02-04,2020-09-18,21,158,EA,NJ
84814026,2021-02-01,2020-09-19,0,998,EA,NJ
80255226,2021-02-23,2020-09-21,28,140,IA,NJ
50488190,2021-02-23,2020-09-21,32,100,IA,NJ
80814361,2021-02-05,2020-09-21,2,197,IA,NJ
96293771,2021-02-05,2020-09-21,25,149,IA,NJ
36014425,2021-02-02,2020-09-21,0,998,EA,NJ
48726940,2021-02-02,2020-09-21,40,40,EA,NJ
42531645,2021-02-02,2020-09-21,5,181,EA,NJ
41946261,2021-02-09,2020-09-23,0,998,EA,NJ
43057113,2021-02-09,2020-09-23,25,148,IA,NJ
17544202,2021-02-02,2020-09-23,12,175,EA,NJ
15687078,2021-02-02,2020-09-23,25,144,EA,NJ
74460631,2021-02-08,2020-09-23,12,168,IA,NJ
34838990,2021-02-02,2020-09-23,0,998,EA,NJ
80397873,2021-02-03,2020-09-24,25,149,EA,NJ
33169830,2021-02-04,2020-09-24,28,137,EA,NJ
32080979,2021-02-09,2020-09-26,28,136,IA,NJ
45451413,2021-02-05,2020-09-26,0,998,EA,NJ
96081564,2021-02-09,2020-09-28,0,998,EA,NJ
59758783,2021-02-09,2020-09-29,32,98,EA,NJ
42838463,2021-02-19,2020-09-29,21,162,IA,NJ
69593380,2021-02-23,2020-09-29,32,105,IA,NJ
38253035,2021-02-23,2020-09-29,31,113,IA,NJ
61385257,2021-02-23,2020-09-29,10,0,IA,NJ
54752109,2021-02-25,2020-09-29,32,106,EA,NJ
74343397,2021-02-09,2020-09-30,40,53,EA,NJ
37340638,2021-02-22,2020-09-30,29,129,IA,NJ
94754110,2021-02-09,2020-09-30,32,106,EA,NJ
12858201,2021-02-11,2020-10-01,28,138,EA,NJ
45910585,2021-02-15,2020-10-02,12,179,IA,NJ
42162545,2021-02-26,2020-10-02,35,83,EA,NJ
24247543,2021-02-12,2020-10-02,0,998,EA,NJ
81110481,2021-02-16,2020-10-02,40,31,IA,NJ
99048455,2021-02-15,2020-10-02,29,127,EA,NJ
14067505,2021-02-15,2020-10-03,0,998,IA,NJ
75659802,2021-02-23,2020-10-05,31,124,EA,NJ
61550095,2021-02-25,2020-10-05,25,148,IA,NJ
36299653,2021-02-16,2020-10-06,21,155,EA,NJ
67571687,2021-02-22,2020-10-06,31,117,EA,NJ
12881057,2021-02-22,2020-10-06,0,998,EA,NJ
96703674,2021-02-22,2020-10-06,12,169,EA,NJ
46778305,2021-02-25,2020-10-07,29,126,IA,NJ
56260316,2021-02-25,2020-10-07,32,110,IA,NJ
63804939,2021-02-19,2020-10-08,0,998,EA,NJ
84453979,2021-02-18,2020-10-08,10,0,EA,NJ
80763942,2021-02-25,2020-10-13,25,151,EA,NJ
95710696,2021-02-24,2020-10-14,35,71,EA,NJ
96246303,2021-03-02,2020-10-15,12,171,EA,NJ
99800373,2021-03-02,2020-10-15,25,146,IA,NJ
81419648,2021-03-02,2020-10-15,31,122,IA,NJ
76025220,2021-02-26,2020-10-15,29,125,EA,NJ
26063798,2020-10-19,2020-10-15,0,0,IA,NJ
13474190,2021-03-02,2020-10-16,21,156,EA,NJ
39311842,2021-03-02,2020-10-16,21,165,IA,NJ
17945816,2021-02-26,2020-10-16,25,144,IA,NJ
13746886,2021-03-01,2020-10-17,0,998,IA,NJ
56861781,2021-03-01,2020-10-17,29,130,IA,NJ
91226728,2021-03-01,2020-10-17,12,177,IA,NJ
46261253,2021-03-02,2020-10-20,25,144,EA,NJ
43306419,2021-03-02,2020-10-22,35,78,EA,NJ
50657408,2020-11-09,2020-10-24,0,0,EA,NJ
94845941,2020-12-22,2020-10-29,0,0,EA,NJ
14010350,2020-12-22,2020-11-17,0,0,EA,NJ
87795295,2020-12-01,2020-11-22,0,0,IA,NJ
73242721,2020-12-01,2020-11-22,0,0,IA,NJ
15191334,2020-12-17,2020-12-16,0,0,EA,NJ
28627897,2020-11-16,2020-06-19,25,147,EA,RI
58921722,2021-01-04,2020-09-15,29,126,EA,RI
20013628,2020-12-08,2020-06-17,32,104,EA,RI
38164217,2021-02-25,2020-06-25,32,110,EA,RI
79593533,2021-02-25,2020-06-25,35,86,EA,RI
35012134,2020-11-03,2020-10-09,0,0,EA,RI
53184999,2020-11-03,2020-10-09,0,0,EA,RI
78898326,2020-11-03,2020-10-09,0,0,EA,RI
96713894,2020-10-21,2020-06-09,31,124,EA,RI
77174507,2020-10-29,2020-06-22,12,171,IA,RI
39049510,2020-10-30,2020-06-16,25,148,EA,RI
59683356,2020-11-02,2020-06-17,28,143,EA,RI
74132736,2020-11-03,2020-06-17,21,164,IA,RI
36977277,2020-11-13,2020-06-17,29,129,IA,RI
46912297,2020-11-03,2020-06-17,35,87,EA,RI
86179704,2020-10-30,2020-06-17,5,185,EA,RI
68654188,2020-11-11,2020-06-24,35,76,EA,RI
85120097,2021-01-15,2020-07-27,0,998,IA,RI
16671167,2020-11-24,2020-07-01,32,109,EA,RI
12348253,2021-01-22,2020-07-28,40,36,IA,RI
24057467,2020-11-24,2020-07-09,29,127,IA,RI
38465123,2020-11-25,2020-07-13,29,125,EA,RI
92622549,2020-12-04,2020-08-18,25,150,EA,RI
88708698,2020-12-01,2020-07-15,25,146,EA,RI
11151934,2020-12-01,2020-07-15,21,166,EA,RI
73898197,2020-12-01,2020-07-16,0,998,IA,RI
54042390,2020-12-03,2020-07-16,32,104,EA,RI
70021493,2020-12-10,2020-08-05,31,122,EA,RI
50516405,2020-12-10,2020-08-05,29,127,EA,RI
53620544,2020-12-10,2020-08-05,31,122,EA,RI
70910553,2020-12-10,2020-08-05,29,127,EA,RI
73933452,2020-12-08,2020-07-21,32,107,IA,RI
33524475,2020-12-08,2020-07-21,29,133,EA,RI
88732531,2020-12-07,2020-07-23,32,101,EA,RI
39816982,2021-02-09,2020-09-04,32,104,IA,RI
57216906,2021-02-09,2020-09-04,32,97,IA,RI
58930116,2020-12-09,2020-07-30,31,122,EA,RI
15817343,2020-12-15,2020-07-30,29,125,EA,RI
60731927,2020-12-15,2020-07-30,35,64,EA,RI
62082969,2020-12-15,2020-07-28,31,124,IA,RI
40872180,2020-12-15,2020-07-30,40,45,EA,RI
87121186,2020-12-15,2020-07-30,28,136,EA,RI
71173517,2020-12-15,2020-07-31,25,148,EA,RI
44523396,2020-12-16,2020-08-03,31,124,EA,RI
11102541,2021-02-02,2020-08-05,35,65,IA,RI
12149497,2020-12-21,2020-08-24,40,28,IA,RI
34817065,2020-12-22,2020-08-07,35,81,EA,RI
60058927,2020-12-29,2020-08-10,31,120,IA,RI
65671292,2020-12-28,2020-09-29,40,39,IA,RI
80994966,2020-12-23,2020-08-10,28,135,EA,RI
63826175,2021-01-05,2020-08-11,40,62,IA,RI
91109285,2021-01-05,2020-08-12,29,128,EA,RI
62112290,2020-12-30,2020-08-17,25,147,EA,RI
83385233,2021-01-20,2020-08-19,28,135,IA,RI
61092705,2021-01-05,2020-08-25,32,99,EA,RI
66809788,2021-01-05,2020-08-25,32,105,EA,RI
80512318,2021-01-20,2020-08-24,0,998,IA,RI
35365012,2020-10-08,2020-08-25,0,0,IA,RI
36167951,2021-01-25,2020-08-27,0,998,IA,RI
37408323,2021-01-12,2020-08-28,31,119,EA,RI
18764679,2021-01-20,2020-08-29,0,998,IA,RI
44009101,2021-01-13,2020-09-03,32,109,EA,RI
75844180,2021-01-13,2020-09-03,32,110,EA,RI
31263830,2021-01-20,2020-09-03,31,116,EA,RI
97290900,2021-01-14,2020-09-04,29,133,IA,RI
15610067,2021-01-14,2020-09-04,0,998,EA,RI
74822983,2021-02-02,2020-10-21,40,22,EA,RI
60328574,2020-10-20,2020-09-10,0,0,IA,RI
84164194,2021-01-21,2020-09-11,31,115,EA,RI
69541156,2021-02-11,2020-09-11,35,84,EA,RI
51167614,2021-02-09,2020-09-18,0,998,IA,RI
44671567,2021-02-08,2020-09-18,0,998,IA,RI
29808071,2021-01-28,2020-09-18,40,60,EA,RI
31746636,2021-01-28,2020-09-18,40,45,EA,RI
47720422,2021-02-09,2020-09-18,0,998,IA,RI
97704080,2021-01-29,2020-09-19,28,141,EA,RI
22886809,2021-01-29,2020-09-19,10,997,IA,RI
60044725,2021-02-04,2020-09-25,31,116,EA,RI
