vendor_account_nb,Max_final_score_date,Min_data_clctn_start_date,NM1_discount_pc,NM1_score_qt,NM1_channel_cd,NM1_rate_state_abbr_nm
84104284,2021-01-08,2020-08-17,29,111,IA,PA
33709435,2021-01-08,2020-08-17,27,126,IA,PA
34860138,2020-12-30,2020-08-17,28,115,EA,PA
58258753,2020-12-31,2020-08-17,25,141,EA,PA
28466324,2020-12-31,2020-08-17,28,115,EA,PA
47945004,2020-12-30,2020-08-17,40,41,EA,PA
76136797,2020-12-30,2020-08-17,25,137,IA,PA
43768120,2021-01-19,2020-08-18,28,122,IA,PA
98629153,2021-01-19,2020-08-18,32,79,IA,PA
40867591,2021-01-12,2020-08-18,27,126,IA,PA
28753254,2020-12-31,2020-08-28,23,148,EA,PA
66842758,2020-12-31,2020-08-28,28,123,EA,PA
40177676,2020-12-31,2020-08-18,10,0,IA,PA
85362916,2021-01-06,2020-08-18,23,148,EA,PA
39674403,2021-01-05,2020-08-18,32,87,IA,PA
96125806,2020-12-31,2020-08-18,11,176,EA,PA
73489812,2021-01-22,2020-08-18,40,53,EA,PA
15114912,2021-01-05,2020-08-19,27,127,EA,PA
52393091,2021-01-05,2020-08-19,25,136,IA,PA
94708725,2021-01-05,2020-10-06,0,998,EA,PA
55614577,2021-01-04,2020-08-19,25,134,EA,PA
51087940,2021-01-05,2020-09-10,29,107,EA,PA
34355438,2021-01-07,2020-10-13,27,131,EA,PA
14562562,2021-01-05,2020-08-20,28,124,EA,PA
40941966,2021-01-05,2020-08-20,19,164,EA,PA
93285460,2020-11-12,2020-11-10,0,0,EA,PA
18671500,2021-01-05,2020-08-20,29,111,IA,PA
50350293,2021-01-07,2020-08-20,32,86,IA,PA
60626644,2021-01-05,2020-08-21,28,116,EA,PA
39874903,2021-01-05,2020-08-21,28,117,EA,PA
53353079,2021-01-05,2020-08-21,25,143,EA,PA
81656231,2021-01-05,2020-08-21,23,146,EA,PA
57436420,2021-01-12,2020-08-21,32,82,EA,PA
94752815,2021-01-12,2020-08-21,29,105,IA,PA
61810840,2021-01-26,2020-08-21,28,116,EA,PA
86938961,2021-01-26,2020-08-21,28,121,EA,PA
50935112,2021-01-15,2020-08-21,0,997,EA,PA
44060582,2021-01-05,2020-09-24,25,143,EA,PA
79933601,2021-01-05,2020-09-24,19,158,EA,PA
23445076,2021-01-12,2020-08-21,10,193,EA,PA
29481568,2021-01-08,2020-08-21,23,154,EA,PA
80879368,2021-01-15,2020-08-21,10,997,EA,PA
17864967,2020-09-30,2020-09-29,0,0,EA,PA
84878733,2020-09-30,2020-09-29,0,0,EA,PA
55608090,2021-01-15,2020-08-22,27,132,EA,PA
16639723,2021-01-19,2020-08-22,40,61,IA,PA
46826756,2021-01-08,2020-08-22,40,14,EA,PA
76051440,2021-01-06,2020-08-24,25,139,EA,PA
19584835,2021-01-19,2020-08-24,32,69,EA,PA
68732815,2021-01-12,2020-08-24,23,144,EA,PA
98546808,2021-01-05,2020-08-24,27,127,EA,PA
17868858,2021-01-06,2020-08-24,29,107,EA,PA
27913740,2021-01-06,2020-08-24,19,160,IA,PA
42362121,2021-01-06,2020-08-24,28,124,EA,PA
32847787,2021-01-14,2020-08-24,25,137,EA,PA
30783125,2020-11-17,2020-11-13,0,0,EA,PA
66933920,2020-11-17,2020-11-13,0,0,EA,PA
24460659,2021-01-07,2020-08-25,29,111,EA,PA
39323270,2021-01-08,2020-08-25,25,141,IA,PA
92094968,2021-01-11,2020-08-26,27,128,EA,PA
52931067,2021-01-11,2020-08-26,23,146,EA,PA
26267552,2021-02-22,2020-08-19,32,91,EA,PA
73926968,2021-02-22,2020-08-19,29,109,EA,PA
24113155,2021-01-12,2020-08-26,0,998,IA,PA
93935773,2021-01-11,2020-08-26,23,150,EA,PA
32952637,2021-01-11,2020-08-26,40,61,EA,PA
48882939,2021-01-14,2020-08-26,28,115,EA,PA
12858234,2021-01-12,2020-08-26,28,113,EA,PA
42349728,2021-01-15,2020-08-26,0,997,EA,PA
16677970,2021-01-28,2020-08-26,0,998,IA,PA
92165156,2021-02-16,2020-08-26,28,120,EA,PA
52154244,2021-01-11,2020-08-26,23,151,IA,PA
33487462,2021-01-20,2020-08-26,10,0,IA,PA
75110800,2021-01-12,2020-08-27,0,998,EA,PA
44425062,2021-01-12,2020-08-27,0,998,EA,PA
33219358,2021-02-05,2020-08-27,25,138,EA,PA
34922479,2021-01-11,2020-08-27,28,115,EA,PA
23031964,2021-01-12,2020-08-27,29,105,EA,PA
26436534,2021-01-08,2020-08-27,27,127,EA,PA
72040361,2021-01-12,2020-08-27,19,156,EA,PA
13060992,2021-01-12,2020-08-28,25,143,EA,PA
69581278,2021-01-12,2020-08-28,23,152,EA,PA
69611234,2021-01-14,2020-09-29,28,121,EA,PA
89085026,2021-01-13,2020-08-28,0,998,EA,PA
97151323,2021-01-13,2020-08-28,0,998,EA,PA
61410142,2021-01-12,2020-08-28,25,143,IA,PA
46727569,2021-01-20,2020-09-25,25,139,IA,PA
42633222,2021-01-20,2020-09-25,10,0,IA,PA
14563734,2021-01-12,2020-08-28,25,142,IA,PA
41601031,2021-01-12,2020-08-28,10,181,EA,PA
40375909,2021-01-12,2020-08-28,19,159,IA,PA
65996985,2021-01-12,2020-08-28,25,137,IA,PA
10047523,2021-01-12,2020-08-29,28,118,IA,PA
60322115,2021-01-15,2020-08-29,0,997,IA,PA
91045137,2021-01-20,2020-08-29,32,65,IA,PA
46313895,2021-01-12,2020-08-29,25,138,IA,PA
87578207,2021-01-12,2020-08-29,0,998,IA,PA
14331034,2021-01-13,2020-08-31,29,103,EA,PA
95388753,2021-01-12,2020-08-31,28,117,EA,PA
61621929,2021-01-15,2020-08-31,0,997,EA,PA
98078324,2021-01-12,2020-08-31,29,101,EA,PA
11354754,2021-01-14,2020-08-31,0,998,IA,PA
17539509,2021-01-12,2020-08-31,23,146,EA,PA
57070687,2021-01-12,2020-08-31,19,166,EA,PA
98028270,2021-02-01,2020-08-31,29,98,EA,PA
99136926,2021-01-12,2020-08-31,23,147,EA,PA
34488203,2021-01-12,2020-08-31,25,135,EA,PA
12111693,2021-01-12,2020-08-31,29,98,EA,PA
51731820,2021-01-12,2020-08-31,0,998,EA,PA
16372701,2021-01-12,2020-08-31,11,174,EA,PA
65662208,2021-01-15,2020-09-01,32,84,IA,PA
22581441,2021-01-12,2020-09-01,27,130,EA,PA
68198529,2021-01-15,2020-09-01,0,997,EA,PA
65947436,2021-01-12,2020-09-01,29,107,EA,PA
46845789,2021-01-15,2020-09-01,29,111,EA,PA
60315952,2021-01-12,2020-09-01,29,110,EA,PA
67569318,2021-01-26,2020-09-01,27,126,IA,PA
47117503,2021-01-12,2020-09-01,11,170,EA,PA
66985255,2021-01-15,2020-09-01,19,162,EA,PA
30343154,2021-01-12,2020-09-01,0,998,EA,PA
91390402,2021-01-28,2020-09-02,27,133,EA,PA
55991052,2021-01-19,2020-09-02,32,76,IA,PA
11461444,2021-01-19,2020-09-02,10,997,IA,PA
62131371,2020-09-04,2020-09-02,0,0,EA,PA
67149237,2021-01-12,2020-09-02,0,998,EA,PA
83682620,2020-10-26,2020-09-02,0,0,EA,PA
98846666,2021-01-12,2020-09-02,10,0,IA,PA
27643321,2021-01-12,2020-09-02,0,998,IA,PA
98880074,2021-01-29,2020-09-18,28,123,EA,PA
53123487,2021-02-16,2020-09-18,23,150,EA,PA
88562512,2021-01-13,2020-09-02,40,34,EA,PA
79160597,2021-01-20,2020-09-03,29,95,EA,PA
24301458,2021-01-19,2020-09-03,28,119,EA,PA
80385016,2021-01-20,2020-09-03,25,137,IA,PA
75751594,2021-01-20,2020-09-03,25,135,EA,PA
42667440,2021-01-20,2020-09-03,10,0,EA,PA
88513620,2021-01-20,2020-09-03,23,151,EA,PA
66850192,2021-01-13,2020-09-03,29,95,EA,PA
82827150,2021-01-13,2020-09-03,25,134,EA,PA
61611336,2021-01-26,2020-09-03,10,240,IA,PA
69631804,2021-01-14,2020-09-04,25,141,EA,PA
35438497,2021-01-20,2020-09-03,40,13,IA,PA
52037239,2021-01-20,2020-09-03,10,0,IA,PA
87732471,2021-01-20,2020-09-03,10,997,IA,PA
43828396,2021-01-13,2020-09-03,25,139,IA,PA
28583609,2021-01-13,2020-09-03,29,103,EA,PA
97255121,2021-02-09,2020-09-03,28,118,EA,PA
97635916,2021-02-09,2020-09-03,28,120,EA,PA
91407035,2021-01-14,2020-09-03,19,165,EA,PA
47696602,2021-01-13,2020-09-03,27,130,EA,PA
57364859,2021-01-20,2020-09-04,29,108,IA,PA
87805463,2021-01-29,2020-09-04,32,73,IA,PA
34186442,2021-01-14,2020-09-04,32,66,IA,PA
49208482,2021-01-22,2020-09-04,28,119,EA,PA
24509946,2021-01-22,2020-09-04,19,155,EA,PA
23229528,2021-01-22,2020-09-04,40,53,EA,PA
16809008,2021-01-20,2020-09-04,10,997,EA,PA
86924967,2021-01-15,2020-09-04,0,997,EA,PA
68771442,2021-01-14,2020-09-04,27,125,EA,PA
38139277,2021-01-20,2020-09-04,28,112,IA,PA
71359787,2021-01-20,2020-09-04,29,97,IA,PA
45417434,2021-01-14,2020-09-04,28,120,EA,PA
91505211,2021-01-15,2020-09-04,27,131,EA,PA
64508496,2021-01-14,2020-09-04,10,192,EA,PA
98935846,2021-01-20,2020-09-04,19,155,EA,PA
59475898,2021-01-14,2020-09-04,19,155,EA,PA
47828425,2021-01-15,2020-09-05,32,81,EA,PA
21937584,2021-01-15,2020-09-05,32,69,EA,PA
76888145,2021-01-15,2020-09-05,23,149,IA,PA
87499485,2021-01-15,2020-09-05,10,997,EA,PA
29715844,2021-01-15,2020-09-05,27,128,IA,PA
68337406,2021-01-19,2020-09-05,28,122,EA,PA
17400892,2021-01-20,2020-09-07,32,67,EA,PA
89156977,2021-01-26,2020-09-07,29,94,IA,PA
17420067,2021-01-20,2020-09-08,0,998,IA,PA
83654905,2021-01-22,2020-09-08,23,154,IA,PA
29126594,2021-01-22,2020-09-08,29,102,IA,PA
42039544,2021-01-26,2020-09-08,0,998,IA,PA
86735493,2021-01-21,2020-09-08,28,123,IA,PA
39565794,2021-01-20,2020-09-08,25,143,EA,PA
34139747,2021-01-20,2020-09-08,28,124,EA,PA
90229447,2021-01-21,2020-09-08,29,98,EA,PA
27053935,2021-01-21,2020-09-08,23,154,EA,PA
49642847,2021-01-26,2020-09-08,28,112,EA,PA
74560899,2021-01-29,2020-09-08,27,133,EA,PA
42385506,2021-02-09,2020-09-08,27,133,EA,PA
37958062,2021-02-02,2020-09-08,0,998,EA,PA
99586732,2021-01-20,2020-09-08,23,144,EA,PA
91528331,2021-01-28,2020-09-09,0,998,IA,PA
81828710,2021-01-20,2020-09-09,19,158,EA,PA
61569200,2020-09-10,2020-09-09,0,0,EA,PA
12794479,2021-01-20,2020-09-09,19,156,IA,PA
47010062,2021-02-08,2020-09-09,0,998,IA,PA
15963277,2021-02-08,2020-09-09,29,97,IA,PA
11487912,2021-02-08,2020-09-09,32,85,IA,PA
88283621,2021-01-21,2020-09-09,0,998,EA,PA
53086985,2021-01-25,2020-09-09,0,998,IA,PA
25237592,2021-01-26,2020-09-09,29,111,IA,PA
37089418,2021-01-26,2020-09-09,25,138,IA,PA
29790136,2021-02-09,2020-09-09,27,131,EA,PA
39087983,2021-01-26,2020-09-09,11,169,IA,PA
34010873,2021-01-20,2020-09-09,27,130,IA,PA
33364555,2021-01-20,2020-09-09,25,139,EA,PA
32027742,2021-01-20,2020-09-09,29,105,EA,PA
55233598,2021-01-20,2020-09-09,29,109,EA,PA
13854547,2021-02-02,2020-09-10,32,93,EA,PA
42036164,2021-01-26,2020-09-10,27,132,IA,PA
47950922,2021-01-26,2020-09-10,29,99,IA,PA
48805056,2021-02-03,2020-09-10,25,140,EA,PA
13513163,2021-02-03,2020-09-10,23,147,EA,PA
25801706,2021-01-26,2020-09-10,25,138,IA,PA
56625163,2021-02-04,2020-09-10,40,34,EA,PA
73510889,2021-02-02,2020-09-10,32,91,IA,PA
93189856,2021-02-02,2020-09-10,0,998,IA,PA
57149226,2021-02-02,2020-09-10,40,26,IA,PA
70217819,2021-01-20,2020-09-10,19,158,EA,PA
63581674,2021-01-20,2020-10-12,25,138,EA,PA
35540504,2021-01-20,2020-09-10,28,115,EA,PA
93734543,2021-02-02,2020-09-10,28,120,EA,PA
40575273,2021-01-21,2020-09-11,19,157,EA,PA
90694087,2021-02-09,2020-09-11,11,172,IA,PA
41656800,2021-02-09,2020-09-11,29,111,EA,PA
75970172,2021-02-09,2020-09-11,25,139,EA,PA
92475735,2021-02-03,2020-09-11,27,131,EA,PA
63466454,2021-02-03,2020-09-11,11,167,EA,PA
43815818,2021-01-21,2020-09-11,10,997,EA,PA
91530995,2021-01-21,2020-09-11,25,134,EA,PA
80253664,2021-01-21,2020-09-11,25,139,EA,PA
49751635,2021-02-03,2020-09-11,28,117,IA,PA
11063639,2021-02-03,2020-09-11,32,78,IA,PA
23271294,2021-01-26,2020-09-12,29,105,IA,PA
82911201,2021-01-22,2020-09-12,27,132,EA,PA
62627348,2021-02-03,2020-09-12,11,170,IA,PA
73755163,2021-02-03,2020-09-12,40,40,IA,PA
81965736,2021-01-25,2020-09-13,10,997,EA,PA
47627564,2021-02-09,2020-09-14,28,112,EA,PA
58543469,2021-02-09,2020-09-14,0,998,EA,PA
87411987,2021-02-09,2020-09-14,0,998,EA,PA
31453733,2021-01-26,2020-09-14,32,67,EA,PA
95285918,2021-02-15,2020-09-14,0,998,EA,PA
54388195,2021-01-26,2020-09-14,25,143,EA,PA
62695538,2021-01-28,2020-09-14,11,172,IA,PA
56771931,2021-01-26,2020-09-14,19,157,EA,PA
10281680,2021-01-26,2020-09-14,23,154,EA,PA
94589283,2021-01-26,2020-09-15,27,125,IA,PA
21357177,2021-02-18,2020-09-15,19,157,IA,PA
42489436,2021-02-18,2020-09-15,19,158,IA,PA
37782932,2020-09-16,2020-09-15,0,0,IA,PA
55926111,2021-02-02,2020-09-15,0,998,IA,PA
23792598,2020-09-16,2020-09-15,0,0,EA,PA
53897213,2020-09-16,2020-09-15,0,0,EA,PA
79892712,2020-09-29,2020-09-15,0,0,EA,PA
63961124,2021-01-26,2020-09-15,0,998,EA,PA
28560520,2021-01-26,2020-09-15,10,0,EA,PA
88244128,2021-02-02,2020-09-15,27,133,IA,PA
44648477,2021-02-16,2020-09-15,25,142,EA,PA
11760587,2021-01-25,2020-06-30,0,998,EA,PA
65325749,2021-01-25,2020-09-15,40,43,EA,PA
49028259,2021-01-26,2020-09-15,28,124,EA,PA
31815974,2021-01-26,2020-09-15,29,98,EA,PA
57725600,2021-01-26,2020-09-15,19,163,EA,PA
26029915,2021-01-26,2020-09-15,29,107,EA,PA
10797643,2021-02-19,2020-09-15,10,0,EA,PA
19652413,2021-02-01,2020-09-16,25,139,IA,PA
26104976,2021-02-02,2020-09-16,0,998,IA,PA
58985065,2021-02-02,2020-09-16,40,23,IA,PA
37642116,2021-02-02,2020-09-16,0,998,IA,PA
72492887,2021-02-16,2020-09-16,27,127,EA,PA
29338792,2021-02-16,2020-09-16,25,142,EA,PA
33331367,2021-01-26,2020-09-16,28,118,EA,PA
42911282,2021-01-26,2020-09-16,32,75,EA,PA
59761781,2021-01-26,2020-09-16,25,135,EA,PA
32575626,2020-09-18,2020-09-16,0,0,IA,PA
72199139,2021-02-11,2020-09-16,32,87,EA,PA
23949357,2021-01-26,2020-09-16,0,998,EA,PA
59295579,2021-01-27,2020-09-16,19,159,EA,PA
66809999,2021-01-26,2020-09-16,29,105,EA,PA
42917204,2021-01-26,2020-09-16,28,116,EA,PA
37365033,2021-01-28,2020-09-17,25,138,IA,PA
60007713,2021-01-27,2020-09-17,0,998,EA,PA
42776258,2020-09-21,2020-09-17,0,0,IA,PA
45296766,2021-01-27,2020-09-17,25,134,EA,PA
61158092,2021-01-27,2020-09-17,0,998,EA,PA
95977644,2021-02-04,2020-09-17,27,126,EA,PA
77512642,2021-02-23,2020-09-18,23,148,EA,PA
43157109,2021-02-23,2020-09-18,32,93,EA,PA
44879786,2021-02-04,2020-09-18,27,132,EA,PA
13930767,2021-01-28,2020-09-18,23,144,EA,PA
65825503,2021-02-02,2020-09-18,28,124,EA,PA
11934491,2021-01-28,2020-09-18,25,139,EA,PA
61222353,2021-02-09,2020-09-18,32,68,EA,PA
57874610,2021-01-28,2020-09-18,0,998,EA,PA
18082266,2020-11-12,2020-09-18,0,0,IA,PA
85327129,2021-02-16,2020-09-18,32,72,EA,PA
93119107,2021-02-16,2020-09-18,0,998,EA,PA
24351514,2021-02-02,2020-09-18,32,74,EA,PA
21833306,2021-02-02,2020-09-18,11,167,EA,PA
43995916,2021-02-02,2020-09-18,0,998,EA,PA
66111058,2020-10-12,2020-09-18,10,997,EA,PA
51337738,2021-02-02,2020-09-18,28,121,EA,PA
53120608,2020-11-23,2020-09-18,0,0,EA,PA
81696825,2021-02-17,2020-09-18,32,77,EA,PA
78468815,2021-02-09,2020-09-21,25,143,IA,PA
98796407,2021-01-29,2020-09-18,0,998,EA,PA
85131362,2021-01-29,2020-09-19,23,151,IA,PA
50820761,2021-01-29,2020-09-19,23,154,IA,PA
18995258,2021-01-29,2020-09-19,27,133,EA,PA
48107870,2021-02-11,2020-09-21,28,113,EA,PA
22397624,2021-02-02,2020-09-23,32,89,EA,PA
65646986,2021-02-12,2020-09-21,0,998,EA,PA
73952745,2021-02-22,2020-09-21,0,998,EA,PA
79992234,2021-02-15,2020-09-21,25,138,IA,PA
49024691,2021-02-15,2020-09-21,40,45,IA,PA
89555086,2021-02-02,2020-09-21,0,998,EA,PA
62771476,2021-02-02,2020-09-22,25,134,EA,PA
94096454,2021-02-02,2020-09-21,10,997,EA,PA
83670671,2021-02-02,2020-09-21,10,997,EA,PA
42638338,2021-02-02,2020-09-21,28,114,EA,PA
88290728,2021-02-02,2020-09-21,29,98,EA,PA
85642063,2020-10-06,2020-10-05,0,0,EA,PA
32995247,2021-02-09,2020-09-22,0,998,EA,PA
76181487,2021-02-02,2020-09-22,10,181,IA,PA
40073010,2021-02-02,2020-09-22,11,168,EA,PA
68666328,2021-02-16,2020-09-22,40,31,IA,PA
55883089,2021-02-16,2020-09-22,0,998,IA,PA
25842589,2021-02-15,2020-09-22,29,100,EA,PA
65524050,2021-02-11,2020-09-22,28,120,IA,PA
90923023,2021-02-16,2020-10-30,19,162,IA,PA
77471389,2021-02-15,2020-09-22,28,116,EA,PA
13142984,2021-02-02,2020-09-15,25,137,EA,PA
50484175,2021-02-02,2020-09-22,0,998,EA,PA
14700649,2021-02-02,2020-09-22,40,32,EA,PA
52667024,2021-02-03,2020-09-23,23,151,IA,PA
29550907,2021-02-22,2020-09-23,10,0,EA,PA
93171335,2021-02-22,2020-09-23,23,149,EA,PA
74788614,2021-02-02,2020-09-23,28,119,EA,PA
35095121,2021-02-15,2020-09-23,40,59,EA,PA
44143090,2021-02-02,2020-09-23,10,206,IA,PA
98614968,2021-02-09,2020-09-23,40,60,EA,PA
68105143,2021-02-10,2020-09-23,27,127,IA,PA
77606320,2021-02-10,2020-09-23,27,128,IA,PA
26539281,2021-02-09,2020-09-25,25,142,EA,PA
93078048,2021-02-22,2020-10-01,40,53,EA,PA
98475112,2021-02-09,2020-09-24,0,998,EA,PA
26971054,2021-02-02,2020-09-24,29,108,EA,PA
45996843,2021-02-03,2020-09-24,28,120,EA,PA
24788707,2021-02-03,2020-09-24,10,221,IA,PA
77146870,2021-02-03,2020-09-24,29,108,EA,PA
56342585,2020-09-30,2020-09-24,0,0,EA,PA
18502812,2021-02-02,2020-10-01,19,165,EA,PA
46140298,2021-02-03,2020-09-24,25,137,EA,PA
78508076,2021-02-16,2020-09-25,0,998,EA,PA
48904735,2021-02-09,2020-09-25,28,118,EA,PA
32323315,2020-10-29,2020-09-25,10,997,EA,PA
19128720,2021-02-09,2020-09-25,19,155,EA,PA
98582571,2021-02-26,2020-09-25,29,109,EA,PA
94593820,2021-02-08,2020-09-25,19,161,IA,PA
80058201,2021-02-05,2020-09-25,19,158,IA,PA
78035536,2021-02-09,2020-09-25,29,103,IA,PA
57740749,2021-02-04,2020-09-25,29,104,EA,PA
89182863,2021-02-04,2020-09-25,40,42,EA,PA
31134960,2021-02-05,2020-09-26,10,238,EA,PA
18876257,2021-02-05,2020-09-26,32,66,IA,PA
35082847,2021-02-05,2020-09-26,32,86,IA,PA
31194489,2021-02-05,2020-09-26,19,161,EA,PA
51907648,2021-02-09,2020-09-26,10,0,EA,PA
33456698,2021-02-09,2020-09-26,27,133,EA,PA
31136486,2021-02-09,2020-09-26,25,137,IA,PA
52951071,2021-02-11,2020-10-09,23,150,EA,PA
94914714,2021-02-11,2020-09-28,27,125,EA,PA
25375382,2021-02-11,2020-09-28,27,127,EA,PA
58513418,2021-02-09,2020-09-28,28,122,EA,PA
29700451,2021-02-16,2020-09-28,23,146,EA,PA
81328834,2021-02-09,2020-09-28,28,123,EA,PA
93640976,2021-02-09,2020-09-29,0,998,EA,PA
16148181,2021-02-09,2020-09-29,10,202,EA,PA
53459879,2021-02-22,2020-09-29,0,998,IA,PA
38086278,2021-02-11,2020-09-29,25,136,EA,PA
25030661,2021-02-11,2020-09-29,11,176,IA,PA
12872673,2021-02-09,2020-09-29,29,103,EA,PA
21042768,2021-02-19,2020-09-29,28,114,EA,PA
28795295,2021-02-23,2020-09-29,0,998,IA,PA
25177654,2021-01-26,2020-09-29,27,127,IA,PA
86937869,2021-01-26,2020-09-29,27,131,IA,PA
58777636,2021-02-09,2020-09-29,25,141,EA,PA
93351003,2021-02-09,2020-09-29,23,150,EA,PA
41864909,2021-02-09,2020-09-29,25,136,IA,PA
39744866,2021-02-09,2020-09-29,25,138,IA,PA
99179344,2021-02-09,2020-09-29,0,998,EA,PA
20564084,2021-02-09,2020-09-30,19,164,IA,PA
54154162,2021-02-09,2020-09-30,40,21,EA,PA
63661918,2021-02-11,2020-09-30,27,129,EA,PA
42585223,2021-03-02,2020-09-30,10,211,EA,PA
59234859,2021-02-16,2020-09-30,28,123,EA,PA
74637269,2021-02-16,2020-09-30,23,148,EA,PA
71052578,2021-02-22,2020-09-30,25,137,IA,PA
90122556,2021-02-22,2020-09-30,40,13,IA,PA
89404696,2021-02-09,2020-09-30,27,130,EA,PA
15776403,2021-02-15,2020-09-30,29,111,IA,PA
19019797,2021-02-09,2020-09-30,0,998,EA,PA
95174710,2021-02-12,2020-09-30,27,126,EA,PA
98105574,2020-11-12,2020-09-30,0,0,EA,PA
68080038,2020-11-12,2020-09-30,0,0,EA,PA
34075875,2021-02-09,2020-09-30,27,133,EA,PA
12953183,2021-03-01,2020-10-01,25,137,EA,PA
44472107,2021-02-26,2020-10-01,25,140,EA,PA
14791803,2021-02-09,2020-10-01,27,129,EA,PA
83058241,2021-02-09,2020-10-01,29,106,EA,PA
10073659,2021-02-11,2020-10-01,40,49,EA,PA
99803113,2021-02-12,2020-10-01,32,83,EA,PA
22100725,2021-02-16,2020-10-01,19,166,IA,PA
22828165,2021-03-02,2020-10-01,25,141,IA,PA
14117125,2021-03-02,2020-10-01,0,998,IA,PA
94647340,2021-02-16,2020-10-01,23,144,IA,PA
85856013,2021-02-22,2020-10-01,28,122,IA,PA
11360937,2021-03-04,2020-10-01,23,152,EA,PA
55334952,2021-02-16,2020-10-16,25,139,EA,PA
34627895,2021-02-11,2020-10-02,40,39,IA,PA
52911142,2021-02-12,2020-10-02,28,123,EA,PA
17438171,2021-02-23,2020-10-02,0,998,EA,PA
22920619,2021-02-12,2020-10-02,29,111,EA,PA
51038340,2021-02-23,2020-10-02,10,186,IA,PA
17087557,2021-02-12,2020-10-02,27,132,EA,PA
43008616,2021-02-12,2020-10-02,29,104,EA,PA
59696496,2021-03-02,2020-10-02,0,998,EA,PA
94555855,2021-02-16,2020-10-02,0,998,IA,PA
85782276,2021-02-12,2020-10-02,27,128,EA,PA
30768464,2021-02-12,2020-10-02,0,998,EA,PA
57646326,2021-02-16,2020-10-02,25,138,EA,PA
73305070,2021-02-25,2020-10-02,28,118,EA,PA
23361342,2021-02-12,2020-10-02,0,998,EA,PA
58465742,2021-02-16,2020-10-03,25,139,EA,PA
75108766,2021-02-16,2020-10-03,32,86,EA,PA
27201434,2021-02-16,2020-10-03,11,176,IA,PA
28215950,2021-02-16,2020-10-03,10,202,IA,PA
97397863,2021-02-15,2020-10-03,25,134,EA,PA
67999711,2021-02-17,2020-10-04,19,162,EA,PA
76631836,2021-02-23,2020-10-05,25,141,EA,PA
96841232,2021-02-23,2020-10-05,23,154,EA,PA
58168479,2021-02-16,2020-10-05,25,137,EA,PA
24160292,2021-02-23,2020-10-05,19,158,EA,PA
37902660,2021-02-16,2020-10-05,10,200,EA,PA
40074988,2021-02-16,2020-10-05,0,998,EA,PA
43637577,2021-02-16,2020-10-05,28,114,EA,PA
20671294,2021-02-19,2020-10-09,29,100,IA,PA
80909263,2021-02-19,2020-10-09,0,998,IA,PA
40798748,2021-02-18,2020-11-06,11,171,IA,PA
79729685,2021-02-16,2020-10-05,0,998,IA,PA
20320294,2021-02-16,2020-10-05,23,146,EA,PA
78953919,2021-02-18,2020-10-05,28,117,EA,PA
94438069,2021-02-16,2020-10-06,25,136,EA,PA
93090209,2021-02-16,2020-10-06,25,139,EA,PA
61447534,2021-02-16,2020-10-06,40,25,IA,PA
37531359,2021-02-16,2020-10-06,32,89,EA,PA
65986249,2021-02-16,2020-10-06,10,0,EA,PA
28478745,2021-02-19,2020-10-06,28,123,IA,PA
93974005,2021-02-19,2020-10-06,0,998,IA,PA
63614377,2021-03-02,2020-10-06,32,63,EA,PA
40532731,2021-02-19,2020-10-06,23,145,IA,PA
12213269,2021-02-23,2020-10-06,29,109,IA,PA
74877577,2021-02-25,2020-10-06,0,998,IA,PA
92066904,2021-02-25,2020-10-06,23,148,IA,PA
13361033,2021-02-11,2020-10-06,19,162,IA,PA
80923286,2021-02-16,2020-10-06,23,148,IA,PA
65151364,2021-02-16,2020-10-06,28,120,IA,PA
11980519,2021-03-01,2020-10-07,0,998,IA,PA
79897604,2021-03-01,2020-10-07,27,131,IA,PA
82736858,2021-02-23,2020-10-07,27,128,EA,PA
13262710,2021-02-17,2020-10-07,0,998,EA,PA
67464545,2021-03-02,2020-10-07,27,131,IA,PA
94894016,2021-03-02,2020-10-07,0,998,IA,PA
76069688,2021-02-17,2020-10-10,10,220,IA,PA
84225289,2021-02-16,2020-10-07,0,998,EA,PA
70622292,2021-02-17,2020-10-07,25,135,EA,PA
10030048,2020-11-23,2020-10-07,0,0,IA,PA
72162046,2020-11-23,2020-10-07,0,0,IA,PA
97703204,2021-02-17,2020-10-07,0,998,IA,PA
47107107,2021-03-02,2020-10-07,29,100,IA,PA
43961683,2021-02-18,2020-10-08,0,998,EA,PA
48639283,2021-02-23,2020-10-08,10,187,IA,PA
25694836,2021-02-23,2020-10-08,11,171,IA,PA
38701124,2021-02-18,2020-10-08,11,176,EA,PA
43823997,2021-02-18,2020-10-08,23,150,EA,PA
71613153,2021-03-03,2020-10-08,0,998,IA,PA
23311029,2021-03-04,2020-10-08,40,42,EA,PA
48351571,2021-02-19,2020-10-08,29,110,EA,PA
86972073,2021-02-23,2020-10-08,23,153,EA,PA
28557947,2021-02-19,2020-10-09,28,116,EA,PA
17862519,2021-03-02,2020-10-09,27,126,EA,PA
60186739,2021-03-02,2020-10-09,32,64,EA,PA
12143655,2021-03-02,2020-11-11,40,36,EA,PA
96258527,2021-03-01,2020-11-03,25,135,IA,PA
33073343,2021-03-01,2020-11-03,10,206,IA,PA
32842221,2021-02-19,2020-10-09,23,148,EA,PA
95444531,2021-02-22,2020-10-09,32,67,EA,PA
74104318,2021-02-22,2020-10-09,0,998,EA,PA
83040405,2021-02-23,2020-07-06,27,127,EA,PA
